"","Subject","Activity","MeasureName","mean(MeasureVal)"
"759",9,"WALKING_UPSTAIRS","fBodyGyroMeanY",-0.683924287600694
"760",9,"WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.612680463163889
"761",9,"WALKING_UPSTAIRS","fBodyGyroStdX",-0.690689895534722
"762",9,"WALKING_UPSTAIRS","fBodyGyroStdY",-0.667203220760417
"763",9,"WALKING_UPSTAIRS","fBodyGyroStdZ",-0.619468634127778
"764",9,"WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.621608245092361
"765",9,"WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.608862145384722
"766",9,"WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0840171430291667
"767",9,"WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.00678485848399306
"768",9,"WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00102998088194444
"769",9,"WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.578305161360069
"770",9,"WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.678923872274306
"771",9,"WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.721610094569444
"772",9,"WALKING_UPSTAIRS","tBodyAccMagMean",-0.505183470509188
"773",9,"WALKING_UPSTAIRS","tBodyAccMagStd",-0.553038255314792
"774",9,"WALKING_UPSTAIRS","tBodyAccMeanX",0.270313841621528
"775",9,"WALKING_UPSTAIRS","tBodyAccMeanY",-0.0209466555412396
"776",9,"WALKING_UPSTAIRS","tBodyAccMeanZ",-0.101233826213889
"777",9,"WALKING_UPSTAIRS","tBodyAccStdX",-0.555656544538194
"778",9,"WALKING_UPSTAIRS","tBodyAccStdY",-0.5758878952125
"779",9,"WALKING_UPSTAIRS","tBodyAccStdZ",-0.506111776081806
"780",9,"WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.7629795809375
"781",9,"WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.786176892048611
"782",9,"WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0892254930640278
"783",9,"WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0397344421815972
"784",9,"WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.053402884281875
"785",9,"WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.7617108665625
"786",9,"WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.773273878854167
"787",9,"WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.744656038298611
"788",9,"WALKING_UPSTAIRS","tBodyGyroMagMean",-0.550201866572569
"789",9,"WALKING_UPSTAIRS","tBodyGyroMagStd",-0.663198385034722
"790",9,"WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0701318154561458
"791",9,"WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0729884312991667
"792",9,"WALKING_UPSTAIRS","tBodyGyroMeanZ",0.109092913237986
"793",9,"WALKING_UPSTAIRS","tBodyGyroStdX",-0.676452392569444
"794",9,"WALKING_UPSTAIRS","tBodyGyroStdY",-0.670498220701389
"795",9,"WALKING_UPSTAIRS","tBodyGyroStdZ",-0.587557692291458
"796",9,"WALKING_UPSTAIRS","tGravityAccMagMean",-0.505183470509188
"797",9,"WALKING_UPSTAIRS","tGravityAccMagStd",-0.553038255314792
"798",9,"WALKING_UPSTAIRS","tGravityAccMeanX",0.670845545555556
"799",9,"WALKING_UPSTAIRS","tGravityAccMeanY",-0.0467446999509028
"800",9,"WALKING_UPSTAIRS","tGravityAccMeanZ",0.104353653032743
"801",9,"WALKING_UPSTAIRS","tGravityAccStdX",-0.958784666180556
"802",9,"WALKING_UPSTAIRS","tGravityAccStdY",-0.949938115208333
"803",9,"WALKING_UPSTAIRS","tGravityAccStdZ",-0.920554317815972
"804",10,"WALKING_DOWNSTAIRS","angletBodyAccJerkMean,gravityMean",-0.003851938755
"805",10,"WALKING_DOWNSTAIRS","angletBodyAccMean,gravity",0.00672900927401709
"806",10,"WALKING_DOWNSTAIRS","angletBodyGyroJerkMean,gravityMean",0.064104052434188
"807",10,"WALKING_DOWNSTAIRS","angletBodyGyroMean,gravityMean",-0.0270371066380342
"808",10,"WALKING_DOWNSTAIRS","angleX,gravityMean",-0.530948383162393
"809",10,"WALKING_DOWNSTAIRS","angleY,gravityMean",0.219369314832479
"810",10,"WALKING_DOWNSTAIRS","angleZ,gravityMean",0.0159855709310385
"811",10,"WALKING_DOWNSTAIRS","fBodyAccJerkMeanX",-0.436761689484615
"812",10,"WALKING_DOWNSTAIRS","fBodyAccJerkMeanY",-0.450402445118248
"813",10,"WALKING_DOWNSTAIRS","fBodyAccJerkMeanZ",-0.654781895967094
"814",10,"WALKING_DOWNSTAIRS","fBodyAccJerkStdX",-0.444119132470983
"815",10,"WALKING_DOWNSTAIRS","fBodyAccJerkStdY",-0.451626571504701
"816",10,"WALKING_DOWNSTAIRS","fBodyAccJerkStdZ",-0.726013573974359
"817",10,"WALKING_DOWNSTAIRS","fBodyAccMagMean",-0.407807233704274
"818",10,"WALKING_DOWNSTAIRS","fBodyAccMagStd",-0.552739646816667
"819",10,"WALKING_DOWNSTAIRS","fBodyAccMeanX",-0.418694276739316
"820",10,"WALKING_DOWNSTAIRS","fBodyAccMeanY",-0.380394009936325
"821",10,"WALKING_DOWNSTAIRS","fBodyAccMeanZ",-0.572754894505128
"822",10,"WALKING_DOWNSTAIRS","fBodyAccStdX",-0.429098457335897
"823",10,"WALKING_DOWNSTAIRS","fBodyAccStdY",-0.430554427691538
"824",10,"WALKING_DOWNSTAIRS","fBodyAccStdZ",-0.537241875010256
"825",10,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMagMean",-0.398398451363248
"826",10,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMagStd",-0.446280697635769
"827",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMagMean",-0.713252357820513
"828",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMagStd",-0.737951108418803
"829",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroMagMean",-0.585222602952991
"830",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroMagStd",-0.593770651726496
"831",10,"WALKING_DOWNSTAIRS","fBodyGyroMeanX",-0.531727937426966
"832",10,"WALKING_DOWNSTAIRS","fBodyGyroMeanY",-0.564114631944444
"833",10,"WALKING_DOWNSTAIRS","fBodyGyroMeanZ",-0.467504644086325
"834",10,"WALKING_DOWNSTAIRS","fBodyGyroStdX",-0.621040868816239
"835",10,"WALKING_DOWNSTAIRS","fBodyGyroStdY",-0.460535897286325
"836",10,"WALKING_DOWNSTAIRS","fBodyGyroStdZ",-0.565036981154701
"837",10,"WALKING_DOWNSTAIRS","tBodyAccJerkMagMean",-0.474897326746876
"838",10,"WALKING_DOWNSTAIRS","tBodyAccJerkMagStd",-0.416276937898718
"839",10,"WALKING_DOWNSTAIRS","tBodyAccJerkMeanX",0.0804000423888889
"840",10,"WALKING_DOWNSTAIRS","tBodyAccJerkMeanY",0.0153774046898718
"841",10,"WALKING_DOWNSTAIRS","tBodyAccJerkMeanZ",-0.0143982101450427
"842",10,"WALKING_DOWNSTAIRS","tBodyAccJerkStdX",-0.414395232038462
"843",10,"WALKING_DOWNSTAIRS","tBodyAccJerkStdY",-0.431961308787137
"844",10,"WALKING_DOWNSTAIRS","tBodyAccJerkStdZ",-0.690604755970085
"845",10,"WALKING_DOWNSTAIRS","tBodyAccMagMean",-0.384739666615641
"846",10,"WALKING_DOWNSTAIRS","tBodyAccMagStd",-0.44358190387041
"847",10,"WALKING_DOWNSTAIRS","tBodyAccMeanX",0.276238831213675
"848",10,"WALKING_DOWNSTAIRS","tBodyAccMeanY",-0.0188857189162821
"849",10,"WALKING_DOWNSTAIRS","tBodyAccMeanZ",-0.112087661002564
"850",10,"WALKING_DOWNSTAIRS","tBodyAccStdX",-0.425216183982906
"851",10,"WALKING_DOWNSTAIRS","tBodyAccStdY",-0.386704550776068
"852",10,"WALKING_DOWNSTAIRS","tBodyAccStdZ",-0.523113372540812
"853",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkMagMean",-0.670402026880342
"854",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkMagStd",-0.714863988119658
"855",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkMeanX",-0.11062834367265
"856",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkMeanY",-0.043380952132265
"857",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkMeanZ",-0.0554261378425641
"858",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkStdX",-0.632669178589744
"859",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkStdY",-0.713441119059829
"860",10,"WALKING_DOWNSTAIRS","tBodyGyroJerkStdZ",-0.611026435705128
"861",10,"WALKING_DOWNSTAIRS","tBodyGyroMagMean",-0.412441627912821
"862",10,"WALKING_DOWNSTAIRS","tBodyGyroMagStd",-0.541830959732991
"863",10,"WALKING_DOWNSTAIRS","tBodyGyroMeanX",-0.0144658378235897
"864",10,"WALKING_DOWNSTAIRS","tBodyGyroMeanY",-0.0863038250719359
"865",10,"WALKING_DOWNSTAIRS","tBodyGyroMeanZ",0.089594378107906
"866",10,"WALKING_DOWNSTAIRS","tBodyGyroStdX",-0.597873796746581
"867",10,"WALKING_DOWNSTAIRS","tBodyGyroStdY",-0.492482432210256
"868",10,"WALKING_DOWNSTAIRS","tBodyGyroStdZ",-0.505981516216239
"869",10,"WALKING_DOWNSTAIRS","tGravityAccMagMean",-0.384739666615641
"870",10,"WALKING_DOWNSTAIRS","tGravityAccMagStd",-0.44358190387041
"871",10,"WALKING_DOWNSTAIRS","tGravityAccMeanX",0.65835911957265
"872",10,"WALKING_DOWNSTAIRS","tGravityAccMeanY",-0.165177771367521
"873",10,"WALKING_DOWNSTAIRS","tGravityAccMeanZ",0.0307366662204145
"874",10,"WALKING_DOWNSTAIRS","tGravityAccStdX",-0.964245853333333
"875",10,"WALKING_DOWNSTAIRS","tGravityAccStdY",-0.95273087965812
"876",10,"WALKING_DOWNSTAIRS","tGravityAccStdZ",-0.929729024405983
"877",10,"WALKING_UPSTAIRS","angletBodyAccJerkMean,gravityMean",-0.00273372929833333
"878",10,"WALKING_UPSTAIRS","angletBodyAccMean,gravity",-0.01235996211835
"879",10,"WALKING_UPSTAIRS","angletBodyGyroJerkMean,gravityMean",0.004951798555
"880",10,"WALKING_UPSTAIRS","angletBodyGyroMean,gravityMean",0.0112649499582167
"881",10,"WALKING_UPSTAIRS","angleX,gravityMean",-0.393978336833333
"882",10,"WALKING_UPSTAIRS","angleY,gravityMean",-0.1670146974
"883",10,"WALKING_UPSTAIRS","angleZ,gravityMean",-0.08681672785
"884",10,"WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.978120306166667
"885",10,"WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.9634427765
"886",10,"WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.9826301395
"887",10,"WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.979612429166667
"888",10,"WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.964387826
"889",10,"WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.9864711005
"890",10,"WALKING_UPSTAIRS","fBodyAccMagMean",-0.951348618666667
"891",10,"WALKING_UPSTAIRS","fBodyAccMagStd",-0.946976321166667
"892",10,"WALKING_UPSTAIRS","fBodyAccMeanX",-0.975310696833333
"893",10,"WALKING_UPSTAIRS","fBodyAccMeanY",-0.940255585
"894",10,"WALKING_UPSTAIRS","fBodyAccMeanZ",-0.976061050166667
"895",10,"WALKING_UPSTAIRS","fBodyAccStdX",-0.978249844833333
"896",10,"WALKING_UPSTAIRS","fBodyAccStdY",-0.928300078783333
"897",10,"WALKING_UPSTAIRS","fBodyAccStdZ",-0.971528370666667
"898",10,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.970436012833333
"899",10,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.969339341333333
"900",10,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.980438270333333
"901",10,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.978997537333333
"902",10,"WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.958964957333333
"903",10,"WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.94776606
"904",10,"WALKING_UPSTAIRS","fBodyGyroMeanX",-0.9661191675
"905",10,"WALKING_UPSTAIRS","fBodyGyroMeanY",-0.976870853
"906",10,"WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.9572695305
"907",10,"WALKING_UPSTAIRS","fBodyGyroStdX",-0.971946495
"908",10,"WALKING_UPSTAIRS","fBodyGyroStdY",-0.977034021833333
"909",10,"WALKING_UPSTAIRS","fBodyGyroStdZ",-0.961499603833333
"910",10,"WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.978933889
"911",10,"WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.970288294833333
"912",10,"WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0775130550833333
"913",10,"WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.00330831786383333
"914",10,"WALKING_UPSTAIRS","tBodyAccJerkMeanZ",0.000510105274833334
"915",10,"WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.977836345
"916",10,"WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.962510329833333
"917",10,"WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.9852148295
"918",10,"WALKING_UPSTAIRS","tBodyAccMagMean",-0.9617663145
"919",10,"WALKING_UPSTAIRS","tBodyAccMagStd",-0.942239747
"920",10,"WALKING_UPSTAIRS","tBodyAccMeanX",0.2792260805
"921",10,"WALKING_UPSTAIRS","tBodyAccMeanY",-0.0137410699333333
"922",10,"WALKING_UPSTAIRS","tBodyAccMeanZ",-0.1082356298
"923",10,"WALKING_UPSTAIRS","tBodyAccStdX",-0.976914667166667
"924",10,"WALKING_UPSTAIRS","tBodyAccStdY",-0.929141091633333
"925",10,"WALKING_UPSTAIRS","tBodyAccStdZ",-0.972264913
"926",10,"WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.984314541333333
"927",10,"WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.979257408333333
"928",10,"WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0984885261
"929",10,"WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0386820786833333
"930",10,"WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0560434883966667
"931",10,"WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.978483352166667
"932",10,"WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.983924353
"933",10,"WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.982318139166667
"934",10,"WALKING_UPSTAIRS","tBodyGyroMagMean",-0.948394682666667
"935",10,"WALKING_UPSTAIRS","tBodyGyroMagStd",-0.946460267166667
"936",10,"WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0342448434966667
"937",10,"WALKING_UPSTAIRS","tBodyGyroMeanY",-0.078152882769
"938",10,"WALKING_UPSTAIRS","tBodyGyroMeanZ",0.0966117812
"939",10,"WALKING_UPSTAIRS","tBodyGyroStdX",-0.970429545833333
"940",10,"WALKING_UPSTAIRS","tBodyGyroStdY",-0.976850974833333
"941",10,"WALKING_UPSTAIRS","tBodyGyroStdZ",-0.957569497
"942",10,"WALKING_UPSTAIRS","tGravityAccMagMean",-0.9617663145
"943",10,"WALKING_UPSTAIRS","tGravityAccMagStd",-0.942239747
"944",10,"WALKING_UPSTAIRS","tGravityAccMeanX",0.582637512166667
"945",10,"WALKING_UPSTAIRS","tGravityAccMeanY",0.2814715215
"946",10,"WALKING_UPSTAIRS","tGravityAccMeanZ",0.1506301434
"947",10,"WALKING_UPSTAIRS","tGravityAccStdX",-0.9719009915
"948",10,"WALKING_UPSTAIRS","tGravityAccStdY",-0.961517524833333
"949",10,"WALKING_UPSTAIRS","tGravityAccStdZ",-0.973718302333333
"950",11,"WALKING_UPSTAIRS","angletBodyAccJerkMean,gravityMean",-0.0188972160509494
"951",11,"WALKING_UPSTAIRS","angletBodyAccMean,gravity",8.83961393987335e-05
"952",11,"WALKING_UPSTAIRS","angletBodyGyroJerkMean,gravityMean",-0.0350857284535127
"953",11,"WALKING_UPSTAIRS","angletBodyGyroMean,gravityMean",0.0506339693060127
"954",11,"WALKING_UPSTAIRS","angleX,gravityMean",-0.536003019462025
"955",11,"WALKING_UPSTAIRS","angleY,gravityMean",0.0016523954113924
"956",11,"WALKING_UPSTAIRS","angleZ,gravityMean",-0.0769066678984177
"957",11,"WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.676672987166456
"958",11,"WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.632374688606013
"959",11,"WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.825559590221519
"960",11,"WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.672195644346519
"961",11,"WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.609444998247785
"962",11,"WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.858259630601266
"963",11,"WALKING_UPSTAIRS","fBodyAccMagMean",-0.611528074359177
"964",11,"WALKING_UPSTAIRS","fBodyAccMagStd",-0.674470159009494
"965",11,"WALKING_UPSTAIRS","fBodyAccMeanX",-0.619524028324684
"966",11,"WALKING_UPSTAIRS","fBodyAccMeanY",-0.531455265662532
"967",11,"WALKING_UPSTAIRS","fBodyAccMeanZ",-0.750026145791139
"968",11,"WALKING_UPSTAIRS","fBodyAccStdX",-0.579491754749367
"969",11,"WALKING_UPSTAIRS","fBodyAccStdY",-0.502570240243354
"970",11,"WALKING_UPSTAIRS","fBodyAccStdZ",-0.652095671108544
"971",11,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.656133473274684
"972",11,"WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.676925075857595
"973",11,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.864827011392405
"974",11,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.879254016740506
"975",11,"WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.757585939588608
"976",11,"WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.711267219682278
"977",11,"WALKING_UPSTAIRS","fBodyGyroMeanX",-0.709949332117089
"978",11,"WALKING_UPSTAIRS","fBodyGyroMeanY",-0.776852868955696
"979",11,"WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.708842979272152
"980",11,"WALKING_UPSTAIRS","fBodyGyroStdX",-0.751758277167721
"981",11,"WALKING_UPSTAIRS","fBodyGyroStdY",-0.670892713066772
"982",11,"WALKING_UPSTAIRS","fBodyGyroStdZ",-0.75596062835443
"983",11,"WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.679819504547468
"984",11,"WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.664241760370253
"985",11,"WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0830134540658228
"986",11,"WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.0078044254343038
"987",11,"WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00657424975259494
"988",11,"WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.659323083055063
"989",11,"WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.608784226719937
"990",11,"WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.842511816044304
"991",11,"WALKING_UPSTAIRS","tBodyAccMagMean",-0.542825032813608
"992",11,"WALKING_UPSTAIRS","tBodyAccMagStd",-0.612882270912658
"993",11,"WALKING_UPSTAIRS","tBodyAccMeanX",0.27658531139557
"994",11,"WALKING_UPSTAIRS","tBodyAccMeanY",-0.0191272531933228
"995",11,"WALKING_UPSTAIRS","tBodyAccMeanZ",-0.108941761642405
"996",11,"WALKING_UPSTAIRS","tBodyAccStdX",-0.58947649779557
"997",11,"WALKING_UPSTAIRS","tBodyAccStdY",-0.490379346996835
"998",11,"WALKING_UPSTAIRS","tBodyAccStdZ",-0.665324314227848
"999",11,"WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.826829028481013
"1000",11,"WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.866905012626582
"1001",11,"WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0805473309873418
"1002",11,"WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0493914065474684
"1003",11,"WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0480140167267405
"1004",11,"WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.781738140601266
"1005",11,"WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.868377254082279
"1006",11,"WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.795490882468354
"1007",11,"WALKING_UPSTAIRS","tBodyGyroMagMean",-0.628367851066456
"1008",11,"WALKING_UPSTAIRS","tBodyGyroMagStd",-0.696771378957911
"1009",11,"WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0547328440272468
"1010",11,"WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0582275770813291
"1011",11,"WALKING_UPSTAIRS","tBodyGyroMeanZ",0.087284109682356
"1012",11,"WALKING_UPSTAIRS","tBodyGyroStdX",-0.739922126628797
"1013",11,"WALKING_UPSTAIRS","tBodyGyroStdY",-0.703501766487342
"1014",11,"WALKING_UPSTAIRS","tBodyGyroStdZ",-0.725016008797468
"1015",11,"WALKING_UPSTAIRS","tGravityAccMagMean",-0.542825032813608
"1016",11,"WALKING_UPSTAIRS","tGravityAccMagStd",-0.612882270912658
"1017",11,"WALKING_UPSTAIRS","tGravityAccMeanX",0.730526184936709
"1018",11,"WALKING_UPSTAIRS","tGravityAccMeanY",0.0527387028613924
"1019",11,"WALKING_UPSTAIRS","tGravityAccMeanZ",0.140209861246835
"1020",11,"WALKING_UPSTAIRS","tGravityAccStdX",-0.975394457689873
"1021",11,"WALKING_UPSTAIRS","tGravityAccStdY",-0.957138770727848
"1022",11,"WALKING_UPSTAIRS","tGravityAccStdZ",-0.956812000411392
"1023",12,"SITTING","angletBodyAccJerkMean,gravityMean",0.0180220779179104
"1024",12,"SITTING","angletBodyAccMean,gravity",0.0360418427396269
"1025",12,"SITTING","angletBodyGyroJerkMean,gravityMean",-0.0546864429776119
"1026",12,"SITTING","angletBodyGyroMean,gravityMean",0.111552727502239
"1027",12,"SITTING","angleX,gravityMean",-0.493471526641791
"1028",12,"SITTING","angleY,gravityMean",-0.0665865082097015
"1029",12,"SITTING","angleZ,gravityMean",0.0570171376810448
"1030",12,"SITTING","fBodyAccJerkMeanX",-0.51464202580597
"1031",12,"SITTING","fBodyAccJerkMeanY",-0.471744804389552
"1032",12,"SITTING","fBodyAccJerkMeanZ",-0.799284140671642
"1033",12,"SITTING","fBodyAccJerkStdX",-0.505745022388806
"1034",12,"SITTING","fBodyAccJerkStdY",-0.447339284527239
"1035",12,"SITTING","fBodyAccJerkStdZ",-0.825620583955224
"1036",12,"SITTING","fBodyAccMagMean",-0.47792395599403
"1037",12,"SITTING","fBodyAccMagStd",-0.605529765076119
"1038",12,"SITTING","fBodyAccMeanX",-0.498119157841045
"1039",12,"SITTING","fBodyAccMeanY",-0.392694131024627
"1040",12,"SITTING","fBodyAccMeanZ",-0.75610207
"1041",12,"SITTING","fBodyAccStdX",-0.514152324191791
"1042",12,"SITTING","fBodyAccStdY",-0.444910001659702
"1043",12,"SITTING","fBodyAccStdZ",-0.728469606492537
"1044",12,"SITTING","fBodyBodyAccJerkMagMean",-0.461153229439552
"1045",12,"SITTING","fBodyBodyAccJerkMagStd",-0.480918839647015
"1046",12,"SITTING","fBodyBodyGyroJerkMagMean",-0.749207546626866
"1047",12,"SITTING","fBodyBodyGyroJerkMagStd",-0.753265165522388
"1048",12,"SITTING","fBodyBodyGyroMagMean",-0.669095112974627
"1049",12,"SITTING","fBodyBodyGyroMagStd",-0.687480054074627
"1050",12,"SITTING","fBodyGyroMeanX",-0.585669505506716
"1051",12,"SITTING","fBodyGyroMeanY",-0.708184516268657
"1052",12,"SITTING","fBodyGyroMeanZ",-0.64488048111194
"1053",12,"SITTING","fBodyGyroStdX",-0.707831066395522
"1054",12,"SITTING","fBodyGyroStdY",-0.669622323059701
"1055",12,"SITTING","fBodyGyroStdZ",-0.748431752686567
"1056",12,"SITTING","tBodyAccJerkMagMean",-0.553813266144776
"1057",12,"SITTING","tBodyAccJerkMagStd",-0.468462139639552
"1058",12,"SITTING","tBodyAccJerkMeanX",0.0572366455208955
"1059",12,"SITTING","tBodyAccJerkMeanY",0.010632586489403
"1060",12,"SITTING","tBodyAccJerkMeanZ",0.0155338481445373
"1061",12,"SITTING","tBodyAccJerkStdX",-0.487513853589552
"1062",12,"SITTING","tBodyAccJerkStdY",-0.441798499370224
"1063",12,"SITTING","tBodyAccJerkStdZ",-0.813044700746269
"1064",12,"SITTING","tBodyAccMagMean",-0.485419876919403
"1065",12,"SITTING","tBodyAccMagStd",-0.509050737147015
"1066",12,"SITTING","tBodyAccMeanX",0.275639357761194
"1067",12,"SITTING","tBodyAccMeanY",-0.0184861388459702
"1068",12,"SITTING","tBodyAccMeanZ",-0.107917262447761
"1069",12,"SITTING","tBodyAccStdX",-0.508665196767164
"1070",12,"SITTING","tBodyAccStdY",-0.401357613464179
"1071",12,"SITTING","tBodyAccStdZ",-0.722443639029851
"1072",12,"SITTING","tBodyGyroJerkMagMean",-0.735015701865672
"1073",12,"SITTING","tBodyGyroJerkMagStd",-0.742760839925373
"1074",12,"SITTING","tBodyGyroJerkMeanX",-0.0726924262059701
"1075",12,"SITTING","tBodyGyroJerkMeanY",-0.0457374795179104
"1076",12,"SITTING","tBodyGyroJerkMeanZ",-0.0515110922703731
"1077",12,"SITTING","tBodyGyroJerkStdX",-0.623189590291045
"1078",12,"SITTING","tBodyGyroJerkStdY",-0.786312781716418
"1079",12,"SITTING","tBodyGyroJerkStdZ",-0.71311417830597
"1080",12,"SITTING","tBodyGyroMagMean",-0.585957269414925
"1081",12,"SITTING","tBodyGyroMagStd",-0.641774640228657
"1082",12,"SITTING","tBodyGyroMeanX",-0.0702784362985075
"1083",12,"SITTING","tBodyGyroMeanY",-0.0422418424895522
"1084",12,"SITTING","tBodyGyroMeanZ",0.089311570049403
"1085",12,"SITTING","tBodyGyroStdX",-0.677307561997761
"1086",12,"SITTING","tBodyGyroStdY",-0.680398804104478
"1087",12,"SITTING","tBodyGyroStdZ",-0.699245741395522
"1088",12,"SITTING","tGravityAccMagMean",-0.485419876919403
"1089",12,"SITTING","tGravityAccMagStd",-0.509050737147015
"1090",12,"SITTING","tGravityAccMeanX",0.629964778955224
"1091",12,"SITTING","tGravityAccMeanY",0.112652596558955
"1092",12,"SITTING","tGravityAccMeanZ",-0.0494520137037313
"1093",12,"SITTING","tGravityAccStdX",-0.973039656865672
"1094",12,"SITTING","tGravityAccStdY",-0.961684570149254
"1095",12,"SITTING","tGravityAccStdZ",-0.956887170522388
"1096",12,"WALKING_DOWNSTAIRS","angletBodyAccJerkMean,gravityMean",0.0151123584903226
"1097",12,"WALKING_DOWNSTAIRS","angletBodyAccMean,gravity",0.0027809363698871
"1098",12,"WALKING_DOWNSTAIRS","angletBodyGyroJerkMean,gravityMean",-0.0715612460694624
"1099",12,"WALKING_DOWNSTAIRS","angletBodyGyroMean,gravityMean",0.124161495749892
"1100",12,"WALKING_DOWNSTAIRS","angleX,gravityMean",-0.605470748763441
"1101",12,"WALKING_DOWNSTAIRS","angleY,gravityMean",0.0969302270215054
